City,Date,PM2.5,PM10,NO2,NOx,NH3,O3,AQI,AQI_Bucket
Ahmedabad,2015-01-01,67.45,118.13,18.22,17.15,23.48,133.36,166.46,Moderate
Ahmedabad,2015-01-02,67.45,118.13,15.69,16.46,23.48,34.06,166.46,Moderate
Ahmedabad,2015-01-03,67.45,118.13,19.3,29.7,23.48,30.7,166.46,Moderate
Ahmedabad,2015-01-04,67.45,118.13,18.48,17.97,23.48,36.08,166.46,Moderate
Ahmedabad,2015-01-05,67.45,118.13,21.42,37.76,23.48,39.31,166.46,Moderate
Ahmedabad,2015-01-06,67.45,118.13,38.48,81.5,23.48,46.51,166.46,Moderate
Ahmedabad,2015-01-07,67.45,118.13,40.62,130.77,23.48,33.47,166.46,Moderate
Ahmedabad,2015-01-08,67.45,118.13,36.74,96.75,23.48,31.89,166.46,Moderate
Ahmedabad,2015-01-09,67.45,118.13,31,48,23.48,25.75,166.46,Moderate
Ahmedabad,2015-01-10,67.45,118.13,7.04,0,23.48,4.55,166.46,Moderate
Ahmedabad,2015-01-11,67.45,118.13,55.8,24.53,23.48,6.79,166.46,Moderate
Ahmedabad,2015-01-12,67.45,118.13,40.67,90.24,23.48,45.89,166.46,Moderate
Ahmedabad,2015-01-13,67.45,118.13,44.2,87.09,23.48,35.16,166.46,Moderate
Ahmedabad,2015-01-14,67.45,118.13,27.86,33.05,23.48,20.96,166.46,Moderate
Ahmedabad,2015-01-15,67.45,118.13,16.96,16.6,23.48,47.63,166.46,Moderate
Ahmedabad,2015-01-16,67.45,118.13,21.72,22.86,23.48,46.03,166.46,Moderate
Ahmedabad,2015-01-17,67.45,118.13,24.73,34.75,23.48,52.24,166.46,Moderate
Ahmedabad,2015-01-18,67.45,118.13,25.77,29.57,23.48,53.49,166.46,Moderate
Ahmedabad,2015-01-19,67.45,118.13,26.88,27.45,23.48,49.48,166.46,Moderate
Ahmedabad,2015-01-20,67.45,118.13,26.8,32.4,23.48,56.37,166.46,Moderate
Ahmedabad,2015-01-21,67.45,118.13,33.56,39.28,23.48,48.75,166.46,Moderate
Ahmedabad,2015-01-22,67.45,118.13,17.51,22.33,23.48,42.22,166.46,Moderate
Ahmedabad,2015-01-23,67.45,118.13,27.96,47.79,23.48,32.92,166.46,Moderate
Ahmedabad,2015-01-24,67.45,118.13,20.39,21.4,23.48,32.49,166.46,Moderate
Ahmedabad,2015-01-25,67.45,118.13,20.43,20.19,23.48,39.26,166.46,Moderate
Ahmedabad,2015-01-26,67.45,118.13,21.16,21.81,23.48,39.83,166.46,Moderate
Ahmedabad,2015-01-27,67.45,118.13,21.7,23.26,23.48,41.1,166.46,Moderate
Ahmedabad,2015-01-28,73.24,118.13,21.11,25.84,23.48,62.42,166.46,Moderate
Ahmedabad,2015-01-29,83.13,118.13,28.71,33.72,23.48,59.76,209,Poor
Ahmedabad,2015-01-30,79.84,118.13,28.68,41.08,23.48,97.07,328,'Very Poor'
Ahmedabad,2015-01-31,94.52,118.13,32.66,52.61,23.48,111.33,514,Severe
Ahmedabad,2015-02-01,135.99,118.13,42.08,84.57,23.48,102.7,782,Severe
Ahmedabad,2015-02-02,178.33,118.13,35.31,72.8,23.48,107.38,914,Severe
Ahmedabad,2015-02-03,139.7,118.13,28.4,56.73,23.48,73.6,660,Severe
Ahmedabad,2015-02-04,80.65,118.13,22.83,24,23.48,47.3,294,Poor
Ahmedabad,2015-02-05,58.36,118.13,21.39,23.31,23.48,53.54,149,Moderate
Ahmedabad,2015-02-06,79.29,118.13,26.94,26.83,23.48,59.3,190,Moderate
Ahmedabad,2015-02-07,88.7,118.13,31.32,37.73,23.48,44.76,247,Poor
Ahmedabad,2015-02-08,74.28,118.13,27.3,33.42,23.48,47.42,379,'Very Poor'
Ahmedabad,2015-02-09,113.93,118.13,24.27,26.86,23.48,39.94,341,'Very Poor'
Ahmedabad,2015-02-10,105.39,118.13,18.21,18.75,23.48,56.15,256,Poor
Ahmedabad,2015-02-11,66.52,118.13,23.8,28.24,23.48,53.14,388,'Very Poor'
Ahmedabad,2015-02-12,65.04,118.13,30.1,44.21,23.48,31.88,288,Poor
Ahmedabad,2015-02-13,103.36,118.13,39.56,57.33,23.48,40.11,510,Severe
Ahmedabad,2015-02-14,177.33,118.13,47.58,77.85,23.48,36.47,761,Severe
Ahmedabad,2015-02-15,113.25,118.13,30.5,44.87,23.48,33.78,475,Severe
Ahmedabad,2015-02-16,99.7,118.13,28.1,47.31,23.48,30.57,536,Severe
Ahmedabad,2015-02-17,80.61,118.13,21.04,35.67,23.48,36.2,479,Severe
Ahmedabad,2015-02-18,100.79,118.13,25.93,41.91,23.48,37.43,592,Severe
Ahmedabad,2015-02-19,107.99,118.13,30.09,40.47,23.48,31.94,427,Severe
Ahmedabad,2015-02-20,140.29,118.13,36.14,68.85,23.48,40.98,588,Severe
Ahmedabad,2015-02-21,239.96,118.13,46.25,106.92,23.48,33.55,1141,Severe
Ahmedabad,2015-02-22,142.96,118.13,48.21,92.32,23.48,34.77,669,Severe
Ahmedabad,2015-02-23,238.41,118.13,55.07,131.32,23.48,37.3,1247,Severe
Ahmedabad,2015-02-24,118.72,118.13,32.01,42.56,23.48,38.8,411,Severe
Ahmedabad,2015-02-25,52.99,118.13,10.45,10.39,23.48,67.25,292,Poor
Ahmedabad,2015-02-26,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Ahmedabad,2015-02-27,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Ahmedabad,2015-02-28,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Ahmedabad,2015-03-01,61.12,118.13,16.81,20.92,23.48,30.48,166.46,Moderate
Ahmedabad,2015-03-02,60.78,118.13,18.21,27.34,23.48,34.75,189,Moderate
Ahmedabad,2015-03-03,91.83,118.13,28.71,40.76,23.48,38.46,408,Severe
Ahmedabad,2015-03-04,93.88,118.13,29.38,47.01,23.48,46.79,383,'Very Poor'
Ahmedabad,2015-03-05,173.01,118.13,42.27,90.73,23.48,59.39,780,Severe
Ahmedabad,2015-03-06,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Ahmedabad,2015-03-07,105.45,118.13,16.1,18.66,23.48,69.9,166.46,Moderate
Ahmedabad,2015-03-08,71.56,118.13,16.83,20.32,23.48,57.16,190,Moderate
Ahmedabad,2015-03-09,119.8,118.13,24.07,27.9,23.48,50.49,233,Poor
Ahmedabad,2015-03-10,106.71,118.13,25.59,30.51,23.48,60.17,297,Poor
Ahmedabad,2015-03-11,118.49,118.13,28.94,31.83,23.48,53.61,330,'Very Poor'
Ahmedabad,2015-03-12,106.01,118.13,27.31,30.54,23.48,40.91,252,Poor
Ahmedabad,2015-03-13,97.34,118.13,21.58,24.62,23.48,45.69,244,Poor
Ahmedabad,2015-03-14,83.92,118.13,25.03,30.8,23.48,34.94,234,Poor
Ahmedabad,2015-03-15,49.51,118.13,14.16,16.15,23.48,37.95,219,Poor
Ahmedabad,2015-03-16,30.76,118.13,14.14,16.98,23.48,54.78,118,Moderate
Ahmedabad,2015-03-17,50.29,118.13,29.84,33.28,23.48,45.44,231,Poor
Ahmedabad,2015-03-18,57.69,118.13,29.48,54.79,23.48,52.87,286,Poor
Ahmedabad,2015-03-19,105.06,118.13,37.05,82.23,23.48,45.65,883,Severe
Ahmedabad,2015-03-20,94.1,118.13,36.53,57.49,23.48,46.77,720,Severe
Ahmedabad,2015-03-21,111.89,118.13,43.29,64.53,23.48,50.57,570,Severe
Ahmedabad,2015-03-22,108.59,118.13,39.34,63.01,23.48,46.68,589,Severe
Ahmedabad,2015-03-23,130.76,118.13,41.03,85.76,23.48,41.58,818,Severe
Ahmedabad,2015-03-24,143.55,118.13,31.15,57.16,23.48,35.38,737,Severe
Ahmedabad,2015-03-25,165.07,118.13,34.48,57.71,23.48,43.79,585,Severe
Ahmedabad,2015-03-26,166.85,118.13,43.3,60.07,23.48,53.44,616,Severe
Ahmedabad,2015-03-27,147.38,118.13,35.82,40.22,23.48,17.94,437,Severe
Ahmedabad,2015-03-28,158.25,118.13,27.89,32.65,23.48,38.54,321,'Very Poor'
Ahmedabad,2015-03-29,237.76,118.13,21.8,25.37,23.48,39.77,372,'Very Poor'
Ahmedabad,2015-03-30,133.37,118.13,17.99,21.02,23.48,39.66,339,'Very Poor'
Ahmedabad,2015-03-31,133.3,118.13,20,26.18,23.48,59.03,339,'Very Poor'
Ahmedabad,2015-04-01,96.04,118.13,20.07,23.46,23.48,46.61,324,'Very Poor'
Ahmedabad,2015-04-02,77.69,118.13,18.87,23.06,23.48,27.14,222,Poor
Ahmedabad,2015-04-03,53.07,118.13,13.82,17.45,23.48,21.76,169,Moderate
Ahmedabad,2015-04-04,63.11,118.13,15.5,18.49,23.48,4.72,220,Poor
Ahmedabad,2015-04-05,156.76,118.13,16.7,20.97,23.48,37.11,166.46,Moderate
Ahmedabad,2015-04-06,120.96,118.13,20.86,25.02,23.48,35.66,303,'Very Poor'
Ahmedabad,2015-04-07,138.63,118.13,25.47,30.67,23.48,29.77,314,'Very Poor'
Ahmedabad,2015-04-08,144.36,118.13,30.69,46.1,23.48,27.34,378,'Very Poor'
Ahmedabad,2015-04-09,85.03,118.13,26.7,27.41,23.48,35.89,415,Severe
Ahmedabad,2015-04-10,134.6,118.13,26.27,28.7,23.48,7,166.46,Moderate
Ahmedabad,2015-04-11,61.06,118.13,14.03,17.59,23.48,19.54,126,Moderate
Ahmedabad,2015-04-12,39.42,118.13,19.56,24.66,23.48,31.3,175,Moderate
Ahmedabad,2015-04-13,111.86,118.13,22.51,25.17,23.48,31.23,226,Poor
Ahmedabad,2015-04-14,58.37,118.13,21.71,27.69,23.48,43.92,244,Poor
Ahmedabad,2015-04-15,95.37,118.13,26.23,44.34,23.48,41.64,315,'Very Poor'
Ahmedabad,2015-04-16,141.3,118.13,36.88,66.53,23.48,37.66,678,Severe
Ahmedabad,2015-04-17,106.68,118.13,46.38,54.77,23.48,48.49,774,Severe
Ahmedabad,2015-04-18,109.48,118.13,20.27,22.86,23.48,31.34,285,Poor
Ahmedabad,2015-04-19,126.04,118.13,20.18,26.78,23.48,28.71,321,'Very Poor'
Ahmedabad,2015-04-20,71.22,118.13,21.32,37.58,23.48,28.39,358,'Very Poor'
Ahmedabad,2015-04-21,97.87,118.13,17.96,23.45,23.48,34.16,357,'Very Poor'
Ahmedabad,2015-04-22,63.38,118.13,13.28,15.44,23.48,43.62,189,Moderate
Ahmedabad,2015-04-23,75.29,118.13,14.29,17.97,23.48,60.71,166.46,Moderate
Ahmedabad,2015-04-24,80.9,118.13,18.62,24.23,23.48,22.8,214,Poor
Ahmedabad,2015-04-25,103.29,118.13,19.82,23.69,23.48,22.18,253,Poor
Ahmedabad,2015-04-26,107.5,118.13,15.56,19.73,23.48,10.12,239,Poor
Ahmedabad,2015-04-27,161.14,118.13,14.77,16.12,23.48,59.73,166.46,Moderate
Ahmedabad,2015-04-28,102.58,118.13,12.74,16.82,23.48,26.89,166.46,Moderate
Ahmedabad,2015-04-29,138.42,118.13,16.7,21.56,23.48,27.18,300,Poor
Ahmedabad,2015-04-30,129.04,118.13,14.86,19.66,23.48,18.67,317,'Very Poor'
Ahmedabad,2015-05-01,96.65,118.13,15.9,20.53,23.48,11.83,240,Poor
Ahmedabad,2015-05-02,126.77,118.13,23.93,39.73,23.48,36.71,344,'Very Poor'
Ahmedabad,2015-05-03,106.15,118.13,23.02,35.05,23.48,81.6,503,Severe
Ahmedabad,2015-05-04,86.31,118.13,10.5,10.9,23.48,90.54,308,'Very Poor'
Ahmedabad,2015-05-05,83.99,118.13,0.08,2.75,23.48,69.57,227,Poor
Ahmedabad,2015-05-06,65.11,118.13,4.58,6.75,23.48,32.26,120,Moderate
Ahmedabad,2015-05-07,51.03,118.13,20.47,26.2,23.48,31.44,158,Moderate
Ahmedabad,2015-05-08,38.73,118.13,19.28,26.61,23.48,25.7,177,Moderate
Ahmedabad,2015-05-09,61.12,118.13,17.82,27.18,23.48,25.9,201,Poor
Ahmedabad,2015-05-10,58.44,118.13,17.24,27.38,23.48,18.89,211,Poor
Ahmedabad,2015-05-11,61.49,118.13,16.69,27.61,23.48,18.2,221,Poor
Ahmedabad,2015-05-12,65.39,118.13,16.08,27.86,23.48,22.35,233,Poor
Ahmedabad,2015-05-13,100.92,118.13,18.9,37.83,23.48,22.84,481,Severe
Ahmedabad,2015-05-14,97.48,118.13,30.02,33.62,23.48,16.26,352,'Very Poor'
Ahmedabad,2015-05-15,129.27,118.13,28.33,41.92,23.48,25.4,327,'Very Poor'
Ahmedabad,2015-05-16,129.58,118.13,28.79,45.4,23.48,34.42,577,Severe
Ahmedabad,2015-05-17,100.57,118.13,18.79,24.33,23.48,38.83,411,Severe
Ahmedabad,2015-05-18,130.34,118.13,17.43,23.72,23.48,29.05,212,Poor
Ahmedabad,2015-05-19,53.24,118.13,15.86,23.34,23.48,21.58,280,Poor
Ahmedabad,2015-05-20,42,118.13,18.16,21.8,23.48,25.5,162,Moderate
Ahmedabad,2015-05-21,50.1,118.13,14.9,22.5,23.48,12.91,166.46,Moderate
Ahmedabad,2015-05-22,83.69,118.13,17.18,27.15,23.48,35.61,569,Severe
Ahmedabad,2015-05-23,38.88,118.13,16.28,17.74,23.48,12.47,128,Moderate
Ahmedabad,2015-05-24,46.89,118.13,16.17,18.49,23.48,10.74,129,Moderate
Ahmedabad,2015-05-25,70.96,118.13,15.47,19.28,23.48,16.01,152,Moderate
Ahmedabad,2015-05-26,53.66,118.13,14.43,18.06,23.48,45.64,176,Moderate
Ahmedabad,2015-05-27,45.49,118.13,13.73,17.1,23.48,71.85,167,Moderate
Ahmedabad,2015-05-28,60.86,118.13,16.61,21.42,23.48,41.19,106,Moderate
Ahmedabad,2015-05-29,51.93,118.13,17.87,31.64,23.48,12.88,231,Poor
Ahmedabad,2015-05-30,77.87,118.13,17.12,23,23.48,16.67,327,'Very Poor'
Ahmedabad,2015-05-31,57.59,118.13,15.47,20.42,23.48,25.51,174,Moderate
Ahmedabad,2015-06-01,77.22,118.13,15.47,21.13,23.48,9.56,185,Moderate
Ahmedabad,2015-06-02,45.29,118.13,12.74,19.66,23.48,6.32,179,Moderate
Ahmedabad,2015-06-03,103.78,118.13,13.9,19.86,23.48,15.27,211,Poor
Ahmedabad,2015-06-04,25.14,118.13,18.73,24.74,23.48,38.52,192,Moderate
Ahmedabad,2015-06-05,87.03,118.13,17.88,25.53,23.48,48.22,310,'Very Poor'
Ahmedabad,2015-06-06,89.6,118.13,19.84,25.9,23.48,44.78,223,Poor
Ahmedabad,2015-06-07,80.69,118.13,16.07,22.25,23.48,32.65,192,Moderate
Ahmedabad,2015-06-08,44.75,118.13,16.53,24.29,23.48,8.07,191,Moderate
Ahmedabad,2015-06-09,38.11,118.13,11.62,19.03,23.48,6.69,184,Moderate
Ahmedabad,2015-06-10,45.5,118.13,15.59,24.15,23.48,3.82,220,Poor
Ahmedabad,2015-06-11,36.98,118.13,11.52,19.74,23.48,5.17,215,Poor
Ahmedabad,2015-06-12,43.58,118.13,13.33,21.58,23.48,7.56,226,Poor
Ahmedabad,2015-06-13,45.49,118.13,14.91,24.53,23.48,2.94,251,Poor
Ahmedabad,2015-06-14,38.06,118.13,18.57,27.25,23.48,4.63,216,Poor
Ahmedabad,2015-06-15,45.41,118.13,20.55,29.9,23.48,4.5,237,Poor
Ahmedabad,2015-06-16,37.71,118.13,16.26,24.8,23.48,4.6,198,Moderate
Ahmedabad,2015-06-17,32.37,118.13,14.36,21.89,23.48,12.17,195,Moderate
Ahmedabad,2015-06-18,34.74,118.13,13.51,21.11,23.48,12.22,187,Moderate
Ahmedabad,2015-06-19,32.56,118.13,13.91,21.25,23.48,11.85,181,Moderate
Ahmedabad,2015-06-20,29.28,118.13,11.68,19.23,23.48,12.64,179,Moderate
Ahmedabad,2015-06-21,20.46,118.13,10.61,17.76,23.48,12.7,188,Moderate
Ahmedabad,2015-06-22,26.07,118.13,11.07,19.06,23.48,10.57,190,Moderate
Ahmedabad,2015-06-23,21.43,118.13,11.16,18.62,23.48,7.38,185,Moderate
Ahmedabad,2015-06-24,11.91,118.13,10.1,17.44,23.48,5.47,189,Moderate
Ahmedabad,2015-06-25,57.75,118.13,9.68,18.36,23.48,3.06,196,Moderate
Ahmedabad,2015-06-26,66.39,118.13,12.79,21.36,23.48,4.96,201,Poor
Ahmedabad,2015-06-27,62.61,118.13,9.83,18.98,23.48,6.44,231,Poor
Ahmedabad,2015-06-28,47.5,118.13,9.53,17.59,23.48,7.28,196,Moderate
Ahmedabad,2015-06-29,111.8,118.13,11.51,20.74,23.48,5.99,220,Poor
Ahmedabad,2015-06-30,30,118.13,13.59,22.64,23.48,6.31,244,Poor
Ahmedabad,2015-07-01,4.66,118.13,10.9,20.36,23.48,6.38,223,Poor
Ahmedabad,2015-07-02,48.72,118.13,11.94,21.5,23.48,6.61,230,Poor
Ahmedabad,2015-07-03,49.7,118.13,9.81,19.23,23.48,6.42,243,Poor
Ahmedabad,2015-07-04,48.1,118.13,9.53,17.57,23.48,7.6,215,Poor
Ahmedabad,2015-07-05,47.43,118.13,9.45,17.56,23.48,7.08,199,Moderate
Ahmedabad,2015-07-06,51.74,118.13,12.38,21.28,23.48,5.78,200,Moderate
Ahmedabad,2015-07-07,42.68,118.13,11.08,20.82,23.48,4.44,226,Poor
Ahmedabad,2015-07-08,38.45,118.13,7.8,18.35,23.48,3.24,241,Poor
Ahmedabad,2015-07-09,46.69,118.13,0.17,11.64,23.48,5.76,222,Poor
Ahmedabad,2015-07-10,55.27,118.13,0.12,11.66,23.48,6.55,223,Poor
Ahmedabad,2015-07-11,149.03,118.13,0.16,11.65,23.48,7.27,248,Poor
Ahmedabad,2015-07-12,86.57,118.13,0.17,11.64,23.48,6.53,300,Poor
Ahmedabad,2015-07-13,111.77,118.13,0.24,11.53,23.48,4.67,232,Poor
Ahmedabad,2015-07-14,151.4,118.13,0.36,11.16,23.48,5.46,330,'Very Poor'
Ahmedabad,2015-07-15,51.35,118.13,2.69,10.67,23.48,5.76,223,Poor
Ahmedabad,2015-07-16,65.37,118.13,8.07,8.57,23.48,8.02,105,Moderate
Ahmedabad,2015-07-17,56.28,118.13,8.02,8.51,23.48,6.2,101,Moderate
Ahmedabad,2015-07-18,48.17,118.13,8,8.55,23.48,7.97,93,Satisfactory
Ahmedabad,2015-07-19,33.56,118.13,7.89,8.56,23.48,10.18,67,Satisfactory
Ahmedabad,2015-07-20,31.3,118.13,8.1,8.49,23.48,7.44,60,Satisfactory
Ahmedabad,2015-07-21,48.12,118.13,7.9,8.43,23.48,6.3,166.46,Moderate
Ahmedabad,2015-07-22,57.11,118.13,8.28,8.42,23.48,2.6,90,Satisfactory
Ahmedabad,2015-07-23,34.72,118.13,9.73,7.88,23.48,4.87,78,Satisfactory
Ahmedabad,2015-07-24,29.22,118.13,9.57,7.77,23.48,5.08,48,Good
Ahmedabad,2015-07-25,29.79,118.13,8.64,7.97,23.48,5.34,53,Satisfactory
Ahmedabad,2015-07-26,59.95,118.13,8.78,8.16,23.48,2.79,91,Satisfactory
Ahmedabad,2015-07-27,19.2,118.13,9.45,9.74,23.48,4.61,70,Satisfactory
Ahmedabad,2015-07-28,19.52,118.13,11.26,17.15,23.48,4.4,157,Moderate
Ahmedabad,2015-07-29,35.16,118.13,10.89,16.64,23.48,3.67,158,Moderate
Ahmedabad,2015-07-30,33.03,118.13,10.58,17.58,23.48,3.53,169,Moderate
Ahmedabad,2015-07-31,40.95,118.13,10.47,17.39,23.48,3.38,174,Moderate
Ahmedabad,2015-08-01,40.29,118.13,10.52,17.26,23.48,3.57,173,Moderate
Ahmedabad,2015-08-02,41.16,118.13,10.51,17.42,23.48,3.69,172,Moderate
Ahmedabad,2015-08-03,36.12,118.13,11.56,17.07,23.48,6.08,190,Moderate
Ahmedabad,2015-08-04,28.51,118.13,20.52,27.21,23.48,7.65,171,Moderate
Ahmedabad,2015-08-05,31.59,118.13,20.42,27.41,23.48,7.9,168,Moderate
Ahmedabad,2015-08-06,42.56,118.13,20.4,27.57,23.48,9.86,172,Moderate
Ahmedabad,2015-08-07,48.12,118.13,20.3,27.45,23.48,12.78,173,Moderate
Ahmedabad,2015-08-08,37.09,118.13,20.21,27.42,23.48,7.94,175,Moderate
Ahmedabad,2015-08-09,33.4,118.13,20.09,27.5,23.48,8.39,179,Moderate
Ahmedabad,2015-08-10,38.64,118.13,20.21,27.55,23.48,6.28,174,Moderate
Ahmedabad,2015-08-11,40.49,118.13,20.23,27.71,23.48,21.51,176,Moderate
Ahmedabad,2015-08-12,41.37,118.13,20.2,27.68,23.48,19.8,179,Moderate
Ahmedabad,2015-08-13,44.56,118.13,20.06,27.55,23.48,22.77,175,Moderate
Ahmedabad,2015-08-14,65.68,118.13,19.94,27.51,23.48,30.21,177,Moderate
Ahmedabad,2015-08-15,33.34,118.13,20.27,27.57,23.48,32.95,175,Moderate
Ahmedabad,2015-08-16,39.17,118.13,20.24,27.58,23.48,26.64,174,Moderate
Ahmedabad,2015-08-17,34,118.13,20.1,27.51,23.48,17.17,179,Moderate
Ahmedabad,2015-08-18,36.38,118.13,20.14,27.45,23.48,13.35,177,Moderate
Ahmedabad,2015-08-19,38.35,118.13,20.16,27.57,23.48,18.59,180,Moderate
Ahmedabad,2015-08-20,38.5,118.13,19.67,30.02,23.48,16.33,274,Poor
Ahmedabad,2015-08-21,39.61,118.13,14.84,32.15,23.48,5.38,310,'Very Poor'
Ahmedabad,2015-08-22,61.79,118.13,14.82,32.06,23.48,8.06,303,'Very Poor'
Ahmedabad,2015-08-23,43.22,118.13,14.82,31.99,23.48,37.87,302,'Very Poor'
Ahmedabad,2015-08-24,33.41,118.13,14.86,31.98,23.48,86.83,302,'Very Poor'
Ahmedabad,2015-08-25,36.9,118.13,14.85,31.93,23.48,54.01,302,'Very Poor'
Ahmedabad,2015-08-26,36.36,118.13,14.79,31.9,23.48,77.3,302,'Very Poor'
Ahmedabad,2015-08-27,32.64,118.13,14.84,31.85,23.48,62.31,302,'Very Poor'
Ahmedabad,2015-08-28,38.23,118.13,14.89,31.96,23.48,55.94,302,'Very Poor'
Ahmedabad,2015-08-29,39.86,118.13,14.83,31.81,23.48,96.83,301,'Very Poor'
Ahmedabad,2015-08-30,72.74,118.13,14.84,31.88,23.48,99.03,302,'Very Poor'
Ahmedabad,2015-08-31,43.2,118.13,14.86,31.91,23.48,59.99,302,'Very Poor'
Ahmedabad,2015-09-01,63.2,118.13,14.82,31.85,23.48,7.57,302,'Very Poor'
Ahmedabad,2015-09-02,64.73,118.13,14.82,31.83,23.48,12.13,302,'Very Poor'
Ahmedabad,2015-09-03,65.28,118.13,14.85,31.89,23.48,18.2,301,'Very Poor'
Ahmedabad,2015-09-04,67.86,118.13,14.87,31.84,23.48,16.53,302,'Very Poor'
Ahmedabad,2015-09-05,52.4,118.13,14.81,31.78,23.48,22.55,301,'Very Poor'
Ahmedabad,2015-09-06,33.33,118.13,14.89,31.84,23.48,33.58,302,'Very Poor'
Ahmedabad,2015-09-07,29.52,118.13,14.88,31.82,23.48,40.65,301,'Very Poor'
Ahmedabad,2015-09-08,15.53,118.13,14.85,31.85,23.48,34.18,301,'Very Poor'
Ahmedabad,2015-09-09,57.51,118.13,50.9,67.22,23.48,15.39,166.46,Moderate
Ahmedabad,2015-09-10,50.24,118.13,12.31,21.77,23.48,13.61,226,Poor
Ahmedabad,2015-09-11,61.77,118.13,15.43,24.1,23.48,18.69,276,Poor
Ahmedabad,2015-09-12,46.93,118.13,11.47,18.61,23.48,19.03,209,Poor
Ahmedabad,2015-09-13,43.01,118.13,9.96,16.78,23.48,20.59,179,Moderate
Ahmedabad,2015-09-14,42.06,118.13,11.35,19.78,23.48,28.09,197,Moderate
Ahmedabad,2015-09-15,44.94,118.13,10.94,18.07,23.48,59.38,229,Poor
Ahmedabad,2015-09-16,29.58,118.13,9.94,16.55,23.48,42.9,170,Moderate
Ahmedabad,2015-09-17,32.15,118.13,9.7,16.2,23.48,39.02,164,Moderate
Ahmedabad,2015-09-18,36.33,118.13,12.88,20.56,23.48,43.35,195,Moderate
Ahmedabad,2015-09-19,24.46,118.13,10.99,19.44,23.48,44.55,220,Poor
Ahmedabad,2015-09-20,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Ahmedabad,2015-09-21,27.08,118.13,12.25,22.19,23.48,12.46,166.46,Moderate
Ahmedabad,2015-09-22,59.29,118.13,9.68,18.89,23.48,7.69,217,Poor
Ahmedabad,2015-09-23,65.32,118.13,9.62,20.23,23.48,4.74,254,Poor
Ahmedabad,2015-09-24,47.39,118.13,10.48,19.74,23.48,7.71,241,Poor
Ahmedabad,2015-09-25,43.88,118.13,19.75,28.44,23.48,11.53,244,Poor
Ahmedabad,2015-09-26,28.35,118.13,13.62,22.68,23.48,15.95,243,Poor
Ahmedabad,2015-09-27,3.59,118.13,14.17,25.44,23.48,20.38,244,Poor
Ahmedabad,2015-09-28,3.04,118.13,21.5,37.81,23.48,30.05,327,'Very Poor'
Ahmedabad,2015-09-29,19.14,118.13,30.6,40.93,23.48,29.36,390,'Very Poor'
Ahmedabad,2015-09-30,69.12,118.13,32.41,41.26,23.48,28.45,231,Poor
Ahmedabad,2015-10-01,76.41,118.13,34.7,52.67,23.48,31.49,396,'Very Poor'
Ahmedabad,2015-10-02,102.49,118.13,37.85,71.17,23.48,24.85,731,Severe
Ahmedabad,2015-10-03,127.94,118.13,28.38,39.52,23.48,15.17,466,Severe
Ahmedabad,2015-10-04,87.18,118.13,21.51,29.34,23.48,23.17,230,Poor
Ahmedabad,2015-10-05,99.73,118.13,30.23,50.39,23.48,20.91,309,'Very Poor'
Ahmedabad,2015-10-06,84.15,118.13,32.1,47.93,23.48,23.12,519,Severe
Ahmedabad,2015-10-07,92.12,118.13,32.5,50.71,23.48,29.97,397,'Very Poor'
Ahmedabad,2015-10-08,94.02,118.13,36.97,64.11,23.48,23.51,517,Severe
Ahmedabad,2015-10-09,150.27,118.13,34.86,50.77,23.48,31.96,653,Severe
Ahmedabad,2015-10-10,118.91,118.13,29.22,34.64,23.48,24.89,355,'Very Poor'
Ahmedabad,2015-10-11,91.41,118.13,23.45,28.63,23.48,6.25,227,Poor
Ahmedabad,2015-10-12,95.9,118.13,33.63,44.01,23.48,27.34,316,'Very Poor'
Ahmedabad,2015-10-13,137.87,118.13,32.98,53.18,23.48,17.41,536,Severe
Ahmedabad,2015-10-14,90.71,118.13,25.73,43.85,23.48,26.02,370,'Very Poor'
Ahmedabad,2015-10-15,108.68,118.13,32.87,49.9,23.48,19.56,551,Severe
Ahmedabad,2015-10-16,98.79,118.13,31.2,48.92,23.48,30.19,393,'Very Poor'
Ahmedabad,2015-10-17,145.75,118.13,34.71,55.33,23.48,95.94,671,Severe
Ahmedabad,2015-10-18,179.43,118.13,39.42,91.75,23.48,112.01,969,Severe
Ahmedabad,2015-10-19,170.52,118.13,35.22,48.6,23.48,53.98,471,Severe
Ahmedabad,2015-10-20,203.4,118.13,36.63,59.66,23.48,5.36,529,Severe
Ahmedabad,2015-10-21,92.71,118.13,30.65,43.57,23.48,72.86,166.46,Moderate
Ahmedabad,2015-10-22,64.66,118.13,23.83,28.61,23.48,24.76,213,Poor
Ahmedabad,2015-10-23,78.14,118.13,28.93,39.51,23.48,35.56,297,Poor
Ahmedabad,2015-10-24,100.17,118.13,34.16,66.43,23.48,23.95,605,Severe
Ahmedabad,2015-10-25,147.35,118.13,39.1,73.74,23.48,26.43,691,Severe
Ahmedabad,2015-10-26,206.89,118.13,55.67,201,23.48,38,971,Severe
Ahmedabad,2015-10-27,114.84,118.13,40.31,78.39,23.48,30.19,166.46,Moderate
