City,Date,PM2.5,PM10,NO2,NOx,NH3,O3,AQI,AQI_Bucket
Brajrajnagar,2018-10-11,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-10-12,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-10-13,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-10-14,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-10-15,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-10-16,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-10-17,67.45,164.39,19.25,27.35,5.17,15.37,166.46,Moderate
Brajrajnagar,2018-10-18,67.45,151.07,14.44,29.43,5.23,11.13,135,Moderate
Brajrajnagar,2018-10-19,67.45,150.92,13.22,30.57,5.32,8.04,133,Moderate
Brajrajnagar,2018-10-20,67.45,123.54,10.15,23.06,5.1,6.24,128,Moderate
Brajrajnagar,2018-10-21,67.45,120.15,10.66,24.24,4.86,5.71,112,Moderate
Brajrajnagar,2018-10-22,67.45,129.42,12.16,26.57,5.78,8.09,120,Moderate
Brajrajnagar,2018-10-23,67.45,100.23,10.61,20.07,7.09,7.18,112,Moderate
Brajrajnagar,2018-10-24,6.6,102.69,15.43,21.14,10.53,8.21,141,Moderate
Brajrajnagar,2018-10-25,9.59,115.07,19.83,26.35,16.29,8.96,107,Moderate
Brajrajnagar,2018-10-26,67.45,109.32,17.1,27.03,24.21,8.9,110,Moderate
Brajrajnagar,2018-10-27,67.45,111.84,20.64,26.71,19.82,9.39,103,Moderate
Brajrajnagar,2018-10-28,67.45,104.53,20.31,31.6,17.22,9.47,112,Moderate
Brajrajnagar,2018-10-29,67.45,106.58,21.39,27.74,15.95,12.37,100,Satisfactory
Brajrajnagar,2018-10-30,73.58,92.89,27.27,27.01,18.64,7.85,99,Satisfactory
Brajrajnagar,2018-10-31,28.82,59.73,18.61,24.79,19.24,6.54,79,Satisfactory
Brajrajnagar,2018-11-01,50.79,89.2,18.96,34.02,16.21,7.49,59,Satisfactory
Brajrajnagar,2018-11-02,70.44,113.42,22.23,31.54,14.44,9.02,101,Moderate
Brajrajnagar,2018-11-03,69.02,111.27,19.93,39.44,13.21,7.43,165,Moderate
Brajrajnagar,2018-11-04,73.08,115.6,24.11,39.82,12.17,9.8,130,Moderate
Brajrajnagar,2018-11-05,70.58,110.05,25.09,33.03,11.46,11.38,141,Moderate
Brajrajnagar,2018-11-06,81.34,120.17,28.78,35.01,11.32,10.85,171,Moderate
Brajrajnagar,2018-11-07,122.91,159.59,17.2,26.43,11.08,11.98,187,Moderate
Brajrajnagar,2018-11-08,114.48,157.27,22.22,26.72,11.23,8.92,305,'Very Poor'
Brajrajnagar,2018-11-09,92.79,146,22.49,27.78,13.6,15.05,279,Poor
Brajrajnagar,2018-11-10,102.24,155.04,24.57,41.39,14.29,9.18,213,Poor
Brajrajnagar,2018-11-11,101.38,145.63,25.77,35.7,13.05,9.73,231,Poor
Brajrajnagar,2018-11-12,93.46,141.34,23.48,38.7,12.58,7.59,222,Poor
Brajrajnagar,2018-11-13,92.06,143.86,23.18,34.2,11.97,7.22,194,Moderate
Brajrajnagar,2018-11-14,99.58,164.79,25.17,32.23,11.46,9.18,220,Poor
Brajrajnagar,2018-11-15,86.54,142.06,16.03,28.04,11.27,3.81,237,Poor
Brajrajnagar,2018-11-16,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-17,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-18,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-19,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-20,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-21,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-22,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-23,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-24,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-25,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-26,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-27,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-28,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-29,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-11-30,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-12-01,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-12-02,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-12-03,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-12-04,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2018-12-05,128.64,223.86,28,41.76,54.24,9.16,166.46,Moderate
Brajrajnagar,2018-12-06,128.42,192.96,23.62,38.45,53.31,7.28,308,'Very Poor'
Brajrajnagar,2018-12-07,106.56,174.97,23.87,34.84,50.44,7.71,286,Poor
Brajrajnagar,2018-12-08,92.9,155.62,20.18,33.55,75.35,8.45,214,Poor
Brajrajnagar,2018-12-09,107.16,166.89,24.5,36.95,86.39,7.11,229,Poor
Brajrajnagar,2018-12-10,101.21,160.22,29.48,41.17,68.07,6.76,255,Poor
Brajrajnagar,2018-12-11,95.17,139.71,21.83,40.13,68.04,6.18,228,Poor
Brajrajnagar,2018-12-12,110.42,158.99,18.39,41.2,66.8,5.94,235,Poor
Brajrajnagar,2018-12-13,119.8,174.11,16.98,37.49,46.7,4.37,284,Poor
Brajrajnagar,2018-12-14,119.32,179.41,17.39,36.55,53.39,5.71,306,'Very Poor'
Brajrajnagar,2018-12-15,88.44,151.27,18.32,32.59,48.19,7.16,233,Poor
Brajrajnagar,2018-12-16,63.54,99.01,16.44,27.25,46.91,8.05,158,Moderate
Brajrajnagar,2018-12-17,37.47,50.51,12.82,18.6,46.53,7.78,94,Satisfactory
Brajrajnagar,2018-12-18,36.58,47.74,10.97,22.92,45.58,7.04,63,Satisfactory
Brajrajnagar,2018-12-19,87.16,123.32,11.31,43.06,45.3,5.18,111,Moderate
Brajrajnagar,2018-12-20,86.88,140.22,17.27,36.79,46.29,5.38,177,Moderate
Brajrajnagar,2018-12-21,102.7,176.7,18.41,40.47,41.28,6.14,228,Poor
Brajrajnagar,2018-12-22,91.97,155.4,16.85,37.9,47.86,5.93,224,Poor
Brajrajnagar,2018-12-23,62.66,110.94,19.9,34.6,33.79,5.68,192,Moderate
Brajrajnagar,2018-12-24,79.99,145.42,23.07,38.21,43.89,7.09,119,Moderate
Brajrajnagar,2018-12-25,104.88,179.97,22.17,47.69,45.27,6.01,227,Poor
Brajrajnagar,2018-12-26,105.37,185.94,23.12,44.14,44.23,5.94,240,Poor
Brajrajnagar,2018-12-27,92.57,157.2,21.17,45.81,40.39,6.5,238,Poor
Brajrajnagar,2018-12-28,65.79,111.43,25.65,34.56,51.14,7.55,178,Moderate
Brajrajnagar,2018-12-29,87.11,154.42,24.13,38.96,43.57,9.49,132,Moderate
Brajrajnagar,2018-12-30,91.29,154.7,24.46,40.71,47.48,8.52,200,Moderate
Brajrajnagar,2018-12-31,113.28,187.85,26.53,45.54,62.13,7.55,236,Poor
Brajrajnagar,2019-01-01,122.13,193,23.24,45.11,59.95,8.11,297,Poor
Brajrajnagar,2019-01-02,134.63,204.6,24.44,43.58,47.97,7.94,297,Poor
Brajrajnagar,2019-01-03,144.01,212.12,28.77,43.34,50.6,8.42,323,'Very Poor'
Brajrajnagar,2019-01-04,114.33,200.21,25.85,43.45,53.25,7.91,297,Poor
Brajrajnagar,2019-01-05,111.2,182.96,28.05,47.47,65.87,6.65,269,Poor
Brajrajnagar,2019-01-06,111.65,168.12,29.41,43.59,84.16,7.24,286,Poor
Brajrajnagar,2019-01-07,115.3,175.98,28.26,40.47,62.08,7.3,278,Poor
Brajrajnagar,2019-01-08,120.05,170.37,23.73,34.61,42.75,8.18,303,'Very Poor'
Brajrajnagar,2019-01-09,115.84,162.16,23.55,32.74,42.79,6.98,284,Poor
Brajrajnagar,2019-01-10,107.48,170.41,26.1,38.12,53.42,7.42,248,Poor
Brajrajnagar,2019-01-11,129.34,199.63,26.6,43.04,47.04,7.77,267,Poor
Brajrajnagar,2019-01-12,144.95,224.11,32.79,49.01,42.17,7.27,316,'Very Poor'
Brajrajnagar,2019-01-13,157.16,225.75,27.88,43.45,51.35,10.11,329,'Very Poor'
Brajrajnagar,2019-01-14,158.4,230.38,26.74,40.66,38.75,7.91,334,'Very Poor'
Brajrajnagar,2019-01-15,101.16,164.46,25.7,37.58,40.1,8.69,295,Poor
Brajrajnagar,2019-01-16,97.91,166.85,32,45.64,36.76,8.76,212,Poor
Brajrajnagar,2019-01-17,130.42,216.35,28.35,46.25,43.46,9.94,240,Poor
Brajrajnagar,2019-01-18,131.1,216.29,31.39,47.63,58.18,7.99,319,'Very Poor'
Brajrajnagar,2019-01-19,100.96,175.79,28.87,43.13,58.95,8.08,266,Poor
Brajrajnagar,2019-01-20,103.75,170.98,25.11,44.53,44.08,7.4,241,Poor
Brajrajnagar,2019-01-21,111.26,185.23,28.07,45.14,42.84,7.24,250,Poor
Brajrajnagar,2019-01-22,118.98,195.88,30.29,49.1,43.36,8.82,301,'Very Poor'
Brajrajnagar,2019-01-23,111.07,184.91,25.19,50.44,79.99,9.17,280,Poor
Brajrajnagar,2019-01-24,131.46,214.98,26.08,58.49,66.53,6.42,295,Poor
Brajrajnagar,2019-01-25,78.32,131.06,23.19,37.38,45.27,6.86,270,Poor
Brajrajnagar,2019-01-26,53.22,72.18,18.37,27.14,41.3,6.87,126,Moderate
Brajrajnagar,2019-01-27,68.67,96.01,17.68,28.38,43.88,6.05,115,Moderate
Brajrajnagar,2019-01-28,93.22,143.45,15.64,41.44,44.76,5.2,199,Moderate
Brajrajnagar,2019-01-29,63.39,105.7,23.57,34.04,42.4,6.52,174,Moderate
Brajrajnagar,2019-01-30,95.81,169.49,23.45,45.2,40.63,6.86,128,Moderate
Brajrajnagar,2019-01-31,75.25,138.91,25.97,45.49,42.71,9.56,220,Poor
Brajrajnagar,2019-02-01,109.4,181.71,26.9,42.16,54.05,7.96,186,Moderate
Brajrajnagar,2019-02-02,112.37,185.58,28.08,41.22,88.66,6.6,283,Poor
Brajrajnagar,2019-02-03,108.57,180.8,27.22,44.82,97.03,9.01,275,Poor
Brajrajnagar,2019-02-04,103.6,181.73,26.51,41.42,76.88,10.05,246,Poor
Brajrajnagar,2019-02-05,112.37,190.29,28.31,38.73,34.35,10.62,268,Poor
Brajrajnagar,2019-02-06,128.36,221.16,28.41,45.15,42.57,11.94,293,Poor
Brajrajnagar,2019-02-07,114.28,209.55,23.73,42.75,39.77,13.31,295,Poor
Brajrajnagar,2019-02-08,84.99,135.97,22.47,39.96,33.08,6.92,250,Poor
Brajrajnagar,2019-02-09,56.43,93.57,20.24,30.68,39.83,6.34,130,Moderate
Brajrajnagar,2019-02-10,66.92,143.42,22.18,37.74,36.63,7.99,118,Moderate
Brajrajnagar,2019-02-11,84.77,170.2,28.39,46.87,34.29,7.13,138,Moderate
Brajrajnagar,2019-02-12,99.22,181.46,25.67,46.17,29.06,10.63,226,Poor
Brajrajnagar,2019-02-13,137.43,226.56,26.94,46.83,34.25,9.55,275,Poor
Brajrajnagar,2019-02-14,158.01,259,30.09,45.53,32.76,10.05,324,'Very Poor'
Brajrajnagar,2019-02-15,90.34,151.27,24.95,32.4,31.5,11.68,302,'Very Poor'
Brajrajnagar,2019-02-16,45.7,73.79,18.43,25.9,32.11,10.34,131,Moderate
Brajrajnagar,2019-02-17,64.14,104.07,20.57,40.98,32.26,8.86,121,Moderate
Brajrajnagar,2019-02-18,73.28,130.16,24.75,34.74,36.82,16.2,166.46,Moderate
Brajrajnagar,2019-02-19,99.7,200.58,23.85,44.39,38.51,9.92,168,Moderate
Brajrajnagar,2019-02-20,91.34,178.39,19.86,44.73,42.06,7.52,231,Poor
Brajrajnagar,2019-02-21,89.38,179.97,24.69,39.88,40.49,10.27,179,Moderate
Brajrajnagar,2019-02-22,122.22,214.29,22.72,43.86,47.36,13.14,284,Poor
Brajrajnagar,2019-02-23,82.11,152.68,19.58,35.33,38.59,9.65,219,Poor
Brajrajnagar,2019-02-24,89.27,161.18,19.72,34.99,41.07,9.42,156,Moderate
Brajrajnagar,2019-02-25,63.97,109.26,21.38,26.44,36.36,8.51,180,Moderate
Brajrajnagar,2019-02-26,66.18,106.57,16.82,31.93,41.48,6.45,115,Moderate
Brajrajnagar,2019-02-27,55.94,109.22,16.87,31.35,38.28,8.49,117,Moderate
Brajrajnagar,2019-02-28,52.12,114.31,18.47,30.4,43.34,6.88,113,Moderate
Brajrajnagar,2019-03-01,62.4,124.51,20.32,30.82,52.69,8.78,112,Moderate
Brajrajnagar,2019-03-02,94.98,173.6,22.36,34.41,45.64,8.91,152,Moderate
Brajrajnagar,2019-03-03,97.36,166.06,21.02,37.88,37.46,5.1,277,Poor
Brajrajnagar,2019-03-04,96.13,175.89,17.57,43.76,47.43,7.68,216,Poor
Brajrajnagar,2019-03-05,79.77,144.52,16.64,28.09,42.47,6.92,185,Moderate
Brajrajnagar,2019-03-06,64.82,125.25,16.64,24.35,64.58,10.01,133,Moderate
Brajrajnagar,2019-03-07,68.97,132.52,19.47,29.11,85.5,8.67,128,Moderate
Brajrajnagar,2019-03-08,76.1,145.91,23.71,34,88.02,10.58,135,Moderate
Brajrajnagar,2019-03-09,90.91,173.2,26.05,36.02,85.46,12.61,157,Moderate
Brajrajnagar,2019-03-10,104.21,214.24,25.04,45.85,89.78,10.8,261,Poor
Brajrajnagar,2019-03-11,92.27,182.18,24.62,37.73,70.45,10.01,191,Moderate
Brajrajnagar,2019-03-12,90.05,171.65,21.91,35.39,46.77,10.35,239,Poor
Brajrajnagar,2019-03-13,94.33,187.93,18.74,36.54,43.34,10.39,197,Moderate
Brajrajnagar,2019-03-14,64.14,121.46,16.91,29.38,52.54,10.42,189,Moderate
Brajrajnagar,2019-03-15,48.23,84.35,16.38,21.52,67.92,8.82,113,Moderate
Brajrajnagar,2019-03-16,82.61,151.14,15.82,25.51,42.63,6.92,116,Moderate
Brajrajnagar,2019-03-17,78.65,133.83,17.86,30,51.72,10.85,248,Poor
Brajrajnagar,2019-03-18,46.94,71.19,15.87,24.5,40.52,8.06,114,Moderate
Brajrajnagar,2019-03-19,74.06,118.82,16.33,29.66,51.75,9.26,118,Moderate
Brajrajnagar,2019-03-20,83.75,157.52,16.48,29.51,60.66,7.68,185,Moderate
Brajrajnagar,2019-03-21,53.78,79.64,16.79,20.29,40.96,15.17,124,Moderate
Brajrajnagar,2019-03-22,62.33,97.87,15.26,22.74,34.96,11.55,113,Moderate
Brajrajnagar,2019-03-23,71.83,118.77,17.06,24,39.39,11.53,116,Moderate
Brajrajnagar,2019-03-24,106.07,197.98,22.36,32.46,45.13,10.05,201,Poor
Brajrajnagar,2019-03-25,122.45,230.52,24.06,37.8,42.99,10.96,296,Poor
Brajrajnagar,2019-03-26,102.7,181.7,24.53,35.65,39.09,15.81,276,Poor
Brajrajnagar,2019-03-27,83.56,155.25,21.75,25.07,42.17,14.36,143,Moderate
Brajrajnagar,2019-03-28,83.68,171.41,20.75,31.27,41.95,16.78,236,Poor
Brajrajnagar,2019-03-29,116.02,219.56,27.08,38.58,35.46,18.46,248,Poor
Brajrajnagar,2019-03-30,119.74,217.75,25.26,38.51,34.89,15.81,284,Poor
Brajrajnagar,2019-03-31,112.65,217.1,19.73,35.38,36.47,20.16,290,Poor
Brajrajnagar,2019-04-01,78.38,138.53,21.07,26.1,40.46,19.62,190,Moderate
Brajrajnagar,2019-04-02,89.29,166.03,23.94,32.68,37.9,11.09,193,Moderate
Brajrajnagar,2019-04-03,123.03,215.27,24.73,36,39.56,18.31,268,Poor
Brajrajnagar,2019-04-04,130.81,226.76,23.77,36.1,64.59,20.76,307,'Very Poor'
Brajrajnagar,2019-04-05,67.45,118.13,28.56,32.31,23.48,34.49,305,'Very Poor'
Brajrajnagar,2019-04-06,67.45,3.97,28.56,0,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-04-07,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-04-08,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-04-09,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-04-10,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-04-11,30.06,107.91,23.7,32.56,56.28,12.15,166.46,Moderate
Brajrajnagar,2019-04-12,76.89,175.54,18.33,34.43,64.57,12.61,155,Moderate
Brajrajnagar,2019-04-13,72.91,152.94,19.06,27.96,102.72,16.54,131,Moderate
Brajrajnagar,2019-04-14,87.47,175.76,21.66,28.67,85.21,18.37,187,Moderate
Brajrajnagar,2019-04-15,131.29,258.62,25.89,43.97,78.67,8.91,247,Poor
Brajrajnagar,2019-04-16,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-04-17,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-04-18,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-04-19,67.45,47.44,14.18,30.77,47.4,16.41,166.46,Moderate
Brajrajnagar,2019-04-20,33,54.8,16.05,27.15,30.66,8.4,106,Moderate
Brajrajnagar,2019-04-21,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-04-22,67.45,70.1,20.23,93.59,33.55,21.67,166.46,Moderate
Brajrajnagar,2019-04-23,67.45,118.13,28.56,32.31,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-04-24,72.92,100,28.56,0,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-04-25,57.72,116.42,24.28,20.03,55.52,16.32,109,Moderate
Brajrajnagar,2019-04-26,63.83,139.07,21.97,31.07,49.01,12.23,116,Moderate
Brajrajnagar,2019-04-27,90.77,198.92,24.17,31.33,60.61,11.69,162,Moderate
Brajrajnagar,2019-04-28,95.05,216.03,24.32,31.41,74.68,13.64,210,Poor
Brajrajnagar,2019-04-29,123.52,261.52,28.24,52.66,89.8,6.94,255,Poor
Brajrajnagar,2019-04-30,25.63,70.82,16.61,19.94,60.71,20.53,108,Moderate
Brajrajnagar,2019-05-01,23.37,53.69,17.37,17.98,80.64,10.1,106,Moderate
Brajrajnagar,2019-05-02,10.79,42.33,13.59,21.32,64.38,7.45,105,Moderate
Brajrajnagar,2019-05-03,12.49,32.55,9.98,15.61,75.93,6.34,166.46,Moderate
Brajrajnagar,2019-05-04,67.45,84.88,15.39,19.69,93.03,10.88,109,Moderate
Brajrajnagar,2019-05-05,13.62,28.94,28.56,0,23.48,34.49,99,Satisfactory
Brajrajnagar,2019-05-06,65.73,101.48,28.56,0,23.48,34.49,166.46,Moderate
Brajrajnagar,2019-05-07,76.68,160.24,28.56,0,23.48,34.49,172,Moderate
Brajrajnagar,2019-05-08,83.95,192.46,28.56,0,23.48,34.49,161,Moderate
Brajrajnagar,2019-05-09,77.54,188.21,27.54,20.44,77.06,23.56,192,Moderate
Brajrajnagar,2019-05-10,117.28,198.78,26.85,26.43,107.84,5.08,154,Moderate
Brajrajnagar,2019-05-11,67.45,191.22,28.56,0,23.48,34.49,224,Poor
Brajrajnagar,2019-05-12,59.41,120.36,22.14,25.26,54.54,28.22,130,Moderate
Brajrajnagar,2019-05-13,61.29,133.85,20.97,32.42,43.44,21.74,117,Moderate
Brajrajnagar,2019-05-14,47.47,122.49,22.48,13.74,34.93,11.4,120,Moderate
Brajrajnagar,2019-05-15,68.52,151.34,28.56,0,23.48,34.49,121,Moderate
Brajrajnagar,2019-05-16,45.67,93.26,28.56,0,23.48,34.49,117,Moderate
Brajrajnagar,2019-05-17,56.61,119.58,28.56,0,23.48,34.49,84,Satisfactory
Brajrajnagar,2019-05-18,75.78,173.2,28.56,0,23.48,34.49,157,Moderate
Brajrajnagar,2019-05-19,78.6,189.46,28.56,0,23.48,34.49,143,Moderate
Brajrajnagar,2019-05-20,66.08,147.09,28.56,0,23.48,34.49,172,Moderate
Brajrajnagar,2019-05-21,70.12,143.64,28.56,0,23.48,34.49,114,Moderate
Brajrajnagar,2019-05-22,44.97,79.3,15.39,31.93,37.29,35.25,131,Moderate
Brajrajnagar,2019-05-23,45.14,90.69,21.23,23.27,28.21,33.42,114,Moderate
Brajrajnagar,2019-05-24,39.41,101.91,20.62,31.19,43.19,20.35,117,Moderate
Brajrajnagar,2019-05-25,44.87,146.4,23.41,24.03,38.61,19.72,124,Moderate
Brajrajnagar,2019-05-26,46.98,128.69,19.09,21.23,42.94,14.7,119,Moderate
Brajrajnagar,2019-05-27,58.45,138.62,20.3,25.04,41.92,17.3,136,Moderate
Brajrajnagar,2019-05-28,47.05,109.8,18.44,17.41,44.19,20.57,117,Moderate
Brajrajnagar,2019-05-29,36.04,69.37,3.01,0.1,1.56,34.49,84,Satisfactory
Brajrajnagar,2019-05-30,34.15,96.5,19.74,9.99,42.33,41.24,166.46,Moderate
Brajrajnagar,2019-05-31,40.9,80.06,18.4,9.09,45.55,23.83,114,Moderate
Brajrajnagar,2019-06-01,14.37,46.73,16.28,12.93,41.43,35.05,166.46,Moderate
Brajrajnagar,2019-06-02,33.62,67.57,19.75,19.88,39.86,16.79,116,Moderate
Brajrajnagar,2019-06-03,67.45,13.11,14.14,21.49,61.87,19.28,166.46,Moderate
Brajrajnagar,2019-06-04,32.78,74.12,17.04,17.11,55.93,24.42,117,Moderate
Brajrajnagar,2019-06-05,51.53,110.34,23.39,12.97,41.06,21.96,117,Moderate
Brajrajnagar,2019-06-06,36.15,72.44,17.47,13.17,39.23,23.08,112,Moderate
Brajrajnagar,2019-06-07,26.6,77.51,16.16,27.33,36.09,14.34,115,Moderate
Brajrajnagar,2019-06-08,8.32,60.9,16.96,25.27,37.53,17.26,115,Moderate
Brajrajnagar,2019-06-09,48.94,101.94,14.56,6.25,40.24,3.53,107,Moderate
Brajrajnagar,2019-06-10,58.33,112.5,12.95,4.76,47.42,41.28,115,Moderate
Brajrajnagar,2019-06-11,52.66,139.95,18.81,20.88,38.31,39.35,166.46,Moderate
Brajrajnagar,2019-06-12,26.52,60.92,14.67,20.22,39.73,30.39,105,Moderate
Brajrajnagar,2019-06-13,21.72,43.69,9.22,1.29,107.91,31.02,166.46,Moderate
Brajrajnagar,2019-06-14,18.76,63.23,13.6,3.08,43.3,37.25,88,Satisfactory
Brajrajnagar,2019-06-15,20,49.38,10.29,7.77,40.64,39.25,91,Satisfactory
Brajrajnagar,2019-06-16,18.48,32.91,28.56,0,23.48,34.49,94,Satisfactory
Brajrajnagar,2019-06-17,26.35,51.33,17.14,5.79,45.77,24.87,95,Satisfactory
Brajrajnagar,2019-06-18,29.42,61.09,12.38,16.27,29.81,11.32,97,Satisfactory
Brajrajnagar,2019-06-19,39.47,82.32,15.57,9.61,35.48,16.14,100,Satisfactory
Brajrajnagar,2019-06-20,28,53.35,14.19,8.83,29.71,13.64,94,Satisfactory
Brajrajnagar,2019-06-21,26.98,47.39,14.88,9.84,32.37,9.75,100,Satisfactory
Brajrajnagar,2019-06-22,43.88,61.27,12.2,7.76,28.07,9.45,101,Moderate
Brajrajnagar,2019-06-23,42.01,64.73,13.34,7.34,41.46,7.26,98,Satisfactory
Brajrajnagar,2019-06-24,41.34,80.82,13.5,11.8,32.12,11.11,101,Moderate
Brajrajnagar,2019-06-25,32.02,62.15,13.96,10.66,30.99,9.81,100,Satisfactory
Brajrajnagar,2019-06-26,24.51,54.19,15.9,12.49,39.04,14.78,95,Satisfactory
Brajrajnagar,2019-06-27,38.5,82.94,17.82,12.1,27.85,11.09,102,Moderate
Brajrajnagar,2019-06-28,29.03,48.97,12.44,6.09,33.67,17.69,100,Satisfactory
Brajrajnagar,2019-06-29,21.27,46.44,13.23,4.97,35.77,19.36,95,Satisfactory
Brajrajnagar,2019-06-30,18.41,29.91,8.11,26.93,28.25,8.04,102,Moderate
Brajrajnagar,2019-07-01,22.96,59.93,12.97,9.05,42.71,7.29,166.46,Moderate
Brajrajnagar,2019-07-02,15.25,55.17,13.03,8.67,33.92,11.78,99,Satisfactory
Brajrajnagar,2019-07-03,15.74,30.03,11.52,6.9,23.06,12.39,99,Satisfactory
Brajrajnagar,2019-07-04,24.34,31.63,12.26,6.72,30.98,9.71,102,Moderate
Brajrajnagar,2019-07-05,5.08,12.24,12.55,7.2,39.22,7.07,166.46,Moderate
Brajrajnagar,2019-07-06,12.09,17.01,11.29,7.64,40.55,8.48,100,Satisfactory
Brajrajnagar,2019-07-07,8.11,23.2,10.83,3.39,31.19,10.99,94,Satisfactory
Brajrajnagar,2019-07-08,18.49,33.36,17.95,5.12,43.58,10.79,66,Satisfactory
Brajrajnagar,2019-07-09,15.75,25.12,13.29,9.19,41.04,9.69,100,Satisfactory
Brajrajnagar,2019-07-10,19.59,45.95,15.31,7.76,35.84,10.21,166.46,Moderate
Brajrajnagar,2019-07-11,23.11,55.16,12.06,8.65,39.82,8.4,98,Satisfactory
Brajrajnagar,2019-07-12,24.81,61.14,12.62,11.68,46.84,7.52,101,Moderate
Brajrajnagar,2019-07-13,33.21,81.2,12.05,12.76,28.92,7.5,102,Moderate
Brajrajnagar,2019-07-14,22.63,54.23,11.22,16.17,32.5,9.16,99,Satisfactory
Brajrajnagar,2019-07-15,18.88,69.94,11.43,12.46,36.06,10.18,98,Satisfactory
Brajrajnagar,2019-07-16,38.78,87.74,9.48,13.25,42.53,7.39,102,Moderate
Brajrajnagar,2019-07-17,31.14,72.59,11.45,14.21,62.99,8.11,98,Satisfactory
Brajrajnagar,2019-07-18,32.95,64.37,11.95,9.93,60.08,6.72,98,Satisfactory
Brajrajnagar,2019-07-19,25.71,60.58,11.38,6.27,58.23,8.53,80,Satisfactory
Brajrajnagar,2019-07-20,27.82,51.68,12.17,17.2,53.88,5.58,97,Satisfactory
Brajrajnagar,2019-07-21,24.73,56.46,8.74,7.44,34.8,6.18,93,Satisfactory
Brajrajnagar,2019-07-22,20.24,53.62,10.32,5.99,81,9.97,94,Satisfactory
Brajrajnagar,2019-07-23,20.5,50.9,11.74,9.22,69.31,8.46,99,Satisfactory
Brajrajnagar,2019-07-24,16.9,35.71,11.57,8.05,77.62,10.77,84,Satisfactory
Brajrajnagar,2019-07-25,21.23,31.73,7.52,10.99,59.27,6.22,98,Satisfactory
Brajrajnagar,2019-07-26,16.79,33.38,12.58,17.88,68.25,6.72,99,Satisfactory
Brajrajnagar,2019-07-27,18.61,25.47,11.4,4.89,66.61,4.54,95,Satisfactory
Brajrajnagar,2019-07-28,28.1,41.48,28.56,0,23.48,34.49,35,Good
Brajrajnagar,2019-07-29,11.49,17.06,8.03,4.57,76.64,8.06,71,Satisfactory
Brajrajnagar,2019-07-30,11.72,16.88,8.65,4.05,85.38,7.27,96,Satisfactory
Brajrajnagar,2019-07-31,11.3,18.72,8.23,5.87,77.32,5.28,99,Satisfactory
